User ID,Age,Daily Work Hours,Daily Leisure Hours,Daily Exercise Minutes,Daily Sleep Hours,Screen Time (hours),Commute Time (hours),Productivity Score
2580,21,5.72,2.57,100,5.87,4.25,0.94,14
2581,29,5.1,4.91,63,6.5,2.14,1.68,13
2582,53,6.27,1.13,69,6.21,2.91,1.9,11
2583,35,9.37,3.61,54,8.3,1.01,0.14,22
2584,58,4.06,2.31,36,7.76,2.46,0.98,14
2585,41,8.07,2.8,32,8.35,1.86,1.37,20
2586,31,6.86,3.93,24,6.54,3.52,1.66,16
2587,43,4.97,1.21,113,7.38,1.79,0.33,13
2588,59,5.93,3.94,22,7.06,5.18,1.13,15
2589,57,5.35,0.82,59,6.9,5.41,0.33,15
2590,29,9.27,2.67,55,6.15,5.23,1.51,14
2591,54,6.89,3.84,62,7.84,5.91,0.57,16
2592,51,7.38,1.37,7,7.1,5.57,0.54,15
2593,26,7.56,3.97,16,5.31,2.4,1.54,14
2594,40,7.84,1.25,94,5.0,2.57,1.68,11
2595,39,6.97,4.1,89,5.08,3.66,0.69,13
2596,45,4.11,2.61,118,5.3,2.92,1.0,13
2597,23,6.01,3.58,56,6.48,5.85,1.39,12
2598,41,5.1,4.63,74,6.22,2.7,1.49,11
2599,34,8.08,2.34,61,5.63,4.7,1.54,16
2600,59,4.34,1.55,93,7.06,3.88,0.78,11
2601,40,7.38,4.4,10,8.88,5.78,1.07,16
2602,34,5.26,1.23,66,5.64,4.72,0.22,13
2603,41,9.69,3.34,39,6.0,2.52,1.9,20
2604,47,6.01,4.65,39,6.85,1.99,1.4,12
2605,33,5.95,3.53,55,7.56,5.27,0.75,12
2606,46,9.54,1.38,52,7.4,5.56,0.78,19
2607,59,6.5,1.19,84,7.08,5.16,0.18,14
2608,47,9.78,1.64,98,7.95,4.69,0.91,21
2609,45,4.15,2.26,27,8.38,2.61,1.35,12
2610,21,5.84,1.22,85,9.0,3.53,1.91,15
2611,44,8.0,4.09,41,6.86,5.58,1.3,16
2612,22,9.35,2.11,114,8.98,1.67,1.3,25
2613,27,5.54,4.71,45,7.92,3.47,1.57,14
2614,52,9.58,4.29,17,7.63,2.78,1.02,19
2615,54,7.56,4.59,22,7.56,4.39,0.06,14
2616,25,8.81,1.83,25,8.64,4.17,1.78,16
2617,58,6.38,3.08,98,8.79,3.8,0.8,14
2618,42,5.27,1.95,28,5.71,2.4,1.97,7
2619,44,9.47,1.66,51,6.97,1.8,0.81,17
2620,38,9.6,3.23,109,8.77,4.92,1.34,23
2621,24,6.99,4.18,74,6.53,5.96,0.92,18
2622,30,4.04,0.92,105,5.93,1.85,0.46,9
2623,31,4.66,1.74,119,5.41,1.38,1.86,9
2624,29,7.44,1.42,45,7.39,4.73,1.25,16
2625,27,4.14,4.09,0,7.8,2.72,0.9,17
2626,43,6.38,4.7,62,5.78,2.07,0.29,13
2627,47,5.82,0.86,15,7.69,3.63,2.0,12
2628,55,8.29,2.21,24,8.6,4.38,1.79,20
2629,56,4.33,4.62,61,5.97,2.07,0.85,13
2630,40,6.93,2.05,101,5.49,5.97,0.34,16
2631,27,7.47,3.71,81,8.34,2.64,0.06,22
2632,28,7.7,0.95,79,8.67,2.57,0.3,22
2633,34,6.43,2.5,82,5.86,3.12,1.07,13
2634,59,5.83,2.76,15,7.89,4.73,1.63,14
2635,37,8.09,3.91,68,7.36,5.37,0.73,17
2636,39,9.09,1.8,90,5.96,2.62,0.87,16
2637,25,8.16,1.69,107,8.29,1.59,0.95,21
2638,31,9.59,1.86,69,6.88,2.28,0.04,20
2639,21,8.3,3.0,33,7.8,1.42,0.35,20
2640,26,8.59,4.44,79,6.21,4.15,1.0,21
2641,35,5.01,4.24,52,8.26,4.7,0.56,15
2642,22,6.52,0.76,22,6.06,3.15,1.05,13
2643,22,6.91,4.46,42,6.46,5.76,0.22,16
2644,46,5.54,0.93,43,6.57,4.64,1.61,8
2645,59,7.17,2.37,31,5.83,2.9,1.57,14
2646,57,5.74,3.94,106,8.5,1.51,1.34,15
2647,52,8.13,0.87,22,5.45,3.47,1.06,13
2648,47,6.82,0.68,19,7.25,3.52,0.78,17
2649,20,6.75,1.98,18,8.26,3.75,1.37,18
2650,27,9.9,3.78,92,7.32,4.41,1.56,22
2651,56,6.35,2.85,71,6.31,2.32,1.62,14
2652,51,6.17,2.38,28,8.13,1.01,0.7,17
2653,56,5.91,4.16,17,7.0,5.06,0.39,13
2654,23,9.37,3.95,68,5.65,5.12,0.68,21
2655,49,6.98,4.04,11,6.27,5.56,0.02,12
2656,25,7.6,2.57,9,7.37,5.85,0.85,17
2657,38,5.08,0.59,110,7.64,1.8,0.55,11
2658,51,7.25,1.27,36,7.19,2.77,1.58,15
2659,28,5.65,3.84,80,6.09,5.26,1.35,16
2660,31,8.38,3.89,95,7.38,5.67,0.05,19
2661,30,9.0,4.88,54,6.33,1.07,0.29,20
2662,35,8.29,1.36,3,5.9,2.94,1.08,14
2663,20,8.38,1.05,94,8.78,1.57,1.24,21
2664,40,7.07,1.12,62,6.26,4.94,1.54,12
2665,49,8.27,1.33,89,6.34,4.74,1.94,13
2666,32,6.54,2.88,11,8.59,4.77,1.4,17
2667,53,7.91,4.89,17,5.57,2.95,1.09,13
2668,23,5.55,3.15,7,7.34,3.03,0.83,17
2669,47,4.42,2.85,31,8.13,2.31,1.48,15
2670,57,6.48,3.53,83,6.09,2.8,1.87,11
2671,50,6.77,0.83,48,8.38,5.92,0.85,19
2672,46,5.54,4.17,103,8.08,1.23,1.17,16
2673,24,8.37,3.41,62,6.94,2.62,0.41,19
2674,44,4.44,1.27,76,5.47,4.95,1.71,11
2675,22,5.34,3.34,58,8.88,2.91,1.43,19
2676,52,8.49,3.18,86,7.5,5.75,0.71,21
2677,23,6.62,0.79,66,7.07,2.66,1.75,19
2678,44,8.23,1.7,98,8.54,5.25,1.94,19
2679,39,7.4,2.26,38,6.69,5.08,0.58,16
2680,53,9.7,1.6,49,7.25,1.05,0.37,20
2681,45,7.59,1.59,84,8.43,3.01,1.66,18
2682,24,4.09,3.08,70,6.57,2.4,1.16,9
2683,54,6.12,2.62,117,8.09,3.4,1.77,11
2684,47,4.86,3.5,25,6.02,3.31,0.7,9
2685,48,9.55,4.8,22,7.81,5.53,1.16,21
2686,28,4.62,3.47,95,7.04,1.92,1.15,13
2687,57,6.33,3.12,62,5.66,1.91,0.38,11
2688,25,5.36,4.31,65,5.54,1.54,1.98,15
2689,38,9.08,3.34,38,6.83,4.69,1.33,17
2690,30,5.85,1.25,65,7.84,5.59,1.33,10
2691,21,9.95,1.92,102,7.41,2.84,0.59,20
2692,28,4.23,3.8,45,8.42,1.31,1.3,13
2693,40,4.77,3.82,14,6.56,1.78,1.67,10
2694,43,5.35,4.94,15,8.37,1.51,1.63,14
2695,53,8.87,3.32,119,5.15,3.96,1.84,17
2696,41,9.27,4.55,89,6.46,2.41,0.3,21
2697,22,4.43,0.75,71,5.29,5.49,0.37,10
2698,31,4.19,3.05,15,8.68,1.81,1.42,15
2699,47,8.47,4.64,84,6.9,5.65,1.62,20
2700,49,4.8,1.79,38,6.26,2.66,1.35,11
2701,45,4.8,1.2,10,6.97,5.34,0.29,13
2702,40,4.13,2.08,87,7.13,5.74,1.19,8
2703,47,4.3,4.07,35,8.38,5.93,1.5,8
2704,45,5.58,0.88,17,7.17,5.02,0.27,10
2705,52,4.39,3.2,22,6.73,1.51,0.11,12
2706,40,6.21,1.11,76,8.85,1.28,0.51,19
2707,54,9.0,2.46,48,8.87,4.7,0.18,18
2708,53,5.96,4.85,107,5.15,5.49,0.3,14
2709,37,8.37,1.38,113,7.83,1.83,0.41,21
2710,30,4.56,0.65,41,6.49,5.71,1.06,9
2711,42,7.96,2.42,102,7.7,4.05,0.31,17
2712,41,5.9,3.1,107,7.55,1.62,1.21,17
2713,36,8.5,1.84,43,6.32,1.84,0.58,16
2714,24,4.82,2.94,108,8.95,1.33,0.62,15
2715,30,9.39,4.79,0,6.43,1.72,1.93,18
2716,49,5.46,1.9,6,7.53,4.66,1.61,11
2717,34,6.12,1.89,47,8.25,2.09,0.85,15
2718,46,9.7,2.67,111,5.58,3.81,0.89,13
2719,54,7.47,2.82,84,6.2,4.61,0.23,16
2720,52,6.19,0.51,15,5.8,5.48,1.69,13
2721,39,9.7,3.27,47,8.13,3.95,0.01,21
2722,35,5.97,4.99,77,8.2,3.85,0.29,15
2723,53,4.57,1.81,42,6.02,5.56,1.07,11
2724,21,9.98,3.34,50,5.02,2.47,0.38,19
2725,54,5.61,0.52,106,6.69,2.02,1.27,11
2726,59,9.11,3.22,65,7.75,5.36,0.01,21
2727,47,4.99,2.51,30,7.49,1.37,0.2,12
2728,58,8.39,2.89,38,6.78,1.95,1.53,17
2729,25,7.15,2.95,8,6.21,3.06,1.15,17
2730,28,9.89,1.3,40,6.9,2.81,0.04,21
2731,39,7.32,3.96,62,5.06,4.53,0.41,14
2732,20,4.15,3.0,13,5.3,1.46,0.48,12
2733,27,7.62,1.72,57,5.65,3.39,1.7,10
2734,42,4.87,4.72,73,7.5,5.04,1.17,15
2735,22,8.79,0.56,111,5.88,4.42,1.08,16
2736,23,9.14,3.77,87,6.69,4.16,0.17,21
2737,44,6.89,2.22,113,7.49,2.2,1.31,16
2738,57,8.7,2.85,96,8.32,2.97,0.31,20
2739,34,4.87,1.81,119,7.2,1.9,1.04,14
2740,40,6.95,1.95,97,5.71,3.54,1.19,13
2741,54,6.36,0.57,83,8.81,3.92,1.68,14
2742,33,7.67,3.78,63,5.36,4.16,1.61,14
2743,55,4.27,3.7,27,6.47,5.38,0.38,9
2744,31,8.51,3.44,3,8.69,1.31,1.83,16
2745,36,4.47,4.45,33,7.41,2.94,0.01,8
2746,58,7.94,4.56,3,7.65,3.95,0.66,18
2747,28,4.11,3.0,118,6.21,3.85,0.13,15
2748,54,8.99,3.58,69,5.31,1.11,1.44,15
2749,32,5.05,0.55,57,6.46,1.95,1.0,13
2750,34,7.09,4.31,85,6.61,5.23,0.35,14
2751,37,5.57,4.17,3,6.08,3.58,0.17,13
2752,52,8.34,0.59,49,5.86,3.07,0.45,16
2753,25,5.93,2.94,4,6.42,5.5,1.84,16
2754,46,8.35,4.58,74,7.56,1.37,1.36,19
2755,42,5.71,1.32,44,8.8,5.61,0.48,12
2756,46,8.51,2.09,34,7.82,1.14,1.79,18
2757,53,4.18,1.99,82,8.12,3.81,0.27,13
2758,57,5.7,2.1,115,6.22,3.78,1.38,17
2759,33,6.99,0.69,74,5.42,4.2,0.85,18
2760,55,4.27,1.76,74,6.17,1.15,0.54,12
2761,27,5.12,1.83,116,6.61,3.65,0.52,13
2762,54,9.61,4.4,26,7.76,1.57,1.0,20
2763,38,9.86,2.08,1,8.76,1.78,1.86,18
2764,49,8.44,2.51,53,8.24,2.08,1.48,17
2765,33,5.51,2.21,110,6.07,4.07,1.32,15
2766,39,5.56,1.04,117,8.28,2.95,1.75,16
2767,44,7.87,4.96,71,6.65,1.43,1.14,19
2768,59,4.71,4.22,97,5.7,2.45,0.38,11
2769,43,9.69,2.93,103,6.85,1.38,1.95,16
2770,33,5.35,2.64,119,7.25,4.32,1.07,14
2771,45,10.0,3.42,83,8.05,3.79,0.63,20
2772,57,6.97,1.97,86,6.4,3.04,1.56,12
2773,42,8.63,0.73,78,5.59,5.64,0.93,17
2774,41,4.01,2.32,47,5.38,3.59,0.02,14
2775,38,9.33,4.93,76,5.45,5.44,0.64,18
2776,22,5.62,1.32,118,8.8,3.9,0.91,17
2777,38,8.01,2.87,94,8.81,2.88,0.75,18
2778,28,8.84,0.54,48,8.88,3.69,1.1,18
2779,47,4.98,1.05,109,6.21,1.76,0.37,12
2780,39,6.66,3.14,77,5.77,4.37,1.14,9
2781,26,6.96,1.84,0,8.92,5.91,1.97,14
2782,33,5.87,4.58,119,8.95,2.24,1.51,19
2783,28,6.89,2.33,90,5.31,2.62,1.37,18
2784,38,5.91,1.44,32,8.01,3.03,0.4,15
2785,33,6.16,2.96,34,6.15,3.42,1.16,12
2786,57,8.02,4.08,53,8.64,4.6,1.64,15
2787,55,7.8,0.59,55,5.36,1.68,0.48,14
2788,59,5.39,2.77,14,8.55,2.51,0.17,14
2789,36,9.38,3.98,68,5.01,3.69,1.32,16
2790,49,9.18,0.97,100,7.09,3.95,1.35,20
2791,28,7.05,4.56,3,6.34,3.68,1.61,13
2792,52,6.6,1.69,109,6.71,3.18,1.26,13
2793,44,6.26,1.27,83,6.74,4.56,1.7,12
2794,33,8.24,3.15,63,7.61,2.02,0.53,24
2795,30,8.03,1.29,102,5.09,2.41,0.07,18
2796,54,5.18,3.56,21,7.77,3.22,1.47,13
2797,33,8.03,2.71,23,5.09,4.48,0.77,17
2798,49,5.51,0.99,46,5.74,1.41,0.42,12
2799,23,4.11,4.61,74,7.43,1.58,0.1,15
2800,23,8.2,3.53,109,5.35,4.91,1.51,17
2801,47,7.87,2.96,5,8.96,2.3,1.65,20
2802,27,6.46,2.18,26,8.14,5.82,0.78,16
2803,21,7.15,1.11,9,7.82,5.81,1.77,14
2804,41,9.68,3.68,38,6.07,4.43,0.83,21
2805,35,7.57,4.16,73,5.19,4.58,1.9,14
2806,48,7.95,1.07,109,8.92,4.26,1.97,18
2807,49,4.38,2.73,89,5.59,1.89,1.64,10
2808,31,5.0,2.68,36,8.32,3.5,0.51,18
2809,54,5.81,2.07,53,5.79,4.97,0.73,11
2810,30,7.24,4.05,96,6.5,4.87,1.07,17
2811,40,8.66,0.95,50,7.77,5.49,0.66,13
2812,40,5.93,1.42,59,8.78,5.5,1.64,14
2813,24,6.14,0.51,71,5.08,2.31,1.86,13
2814,39,5.54,2.18,50,6.04,4.61,1.97,14
2815,56,5.53,1.81,61,8.06,4.26,0.67,15
2816,22,9.69,4.4,48,5.69,5.43,0.54,19
2817,52,7.81,3.86,50,5.45,1.92,0.32,15
2818,28,4.94,0.88,27,5.18,4.7,0.09,6
2819,28,8.33,3.83,111,7.01,3.12,0.35,18
2820,23,8.33,3.54,35,8.07,2.97,0.57,20
2821,54,8.0,1.77,103,8.85,1.18,0.78,15
2822,36,4.81,0.57,24,6.07,5.81,0.22,11
2823,53,6.45,1.02,35,5.49,4.38,1.64,14
2824,43,4.64,1.62,76,6.61,3.95,1.24,14
2825,51,8.9,4.17,59,5.22,2.26,1.13,15
2826,20,7.93,2.59,6,6.33,4.29,1.09,19
2827,27,7.04,4.63,64,7.57,5.73,0.58,17
2828,42,6.06,4.05,72,5.67,1.82,1.88,11
2829,59,5.11,1.79,91,7.53,5.92,0.46,11
2830,31,4.64,4.3,35,8.89,3.14,1.34,15
2831,31,9.82,1.03,109,8.46,5.89,0.51,17
2832,34,5.2,0.66,93,6.43,4.17,1.98,14
2833,38,4.36,3.24,72,6.69,2.62,1.82,8
2834,45,9.77,2.04,29,6.68,2.87,0.53,18
2835,48,7.29,1.98,98,8.44,2.45,1.97,19
2836,41,8.78,3.59,46,8.98,2.67,1.25,20
2837,59,4.26,4.33,90,8.3,4.23,1.46,13
2838,40,7.4,1.95,28,7.23,1.08,0.57,19
2839,57,6.39,1.96,4,5.39,5.84,0.43,13
2840,39,8.63,2.9,64,8.82,4.84,1.72,20
2841,48,4.23,3.44,106,8.44,5.71,0.55,19
2842,23,6.41,1.41,114,8.37,4.59,1.84,14
2843,26,8.79,4.61,68,6.57,3.41,0.73,20
2844,47,7.14,3.44,62,6.79,1.95,0.02,18
2845,47,7.3,3.31,117,5.48,3.58,1.18,11
2846,23,4.58,4.57,92,8.75,4.56,0.71,14
2847,41,4.79,4.58,55,8.77,5.27,1.95,12
2848,31,8.06,1.11,16,6.02,2.62,0.77,16
2849,22,8.05,1.15,50,7.78,3.55,0.63,18
2850,41,9.87,3.93,112,5.81,4.1,1.13,24
2851,21,8.27,4.81,36,6.57,3.94,1.46,20
2852,43,6.96,3.5,87,6.21,1.26,1.93,16
2853,53,9.14,2.35,115,6.56,3.42,0.14,19
2854,46,4.63,3.58,90,6.24,5.05,0.84,7
2855,20,6.7,1.53,8,6.38,5.01,1.33,10
2856,27,5.72,4.99,117,8.16,3.54,0.01,19
2857,42,4.63,2.44,37,6.2,5.76,0.98,11
2858,57,8.58,4.69,52,8.26,5.13,1.61,15
2859,25,7.06,2.44,12,7.27,4.69,0.1,17
2860,41,7.34,4.68,89,8.12,3.58,0.68,18
2861,44,6.47,2.01,52,8.68,3.95,0.8,14
2862,37,6.76,3.92,74,5.55,2.12,1.43,15
2863,36,4.7,4.78,118,6.38,3.66,0.59,15
2864,31,8.04,3.41,87,5.22,3.63,0.49,15
2865,25,6.59,3.55,118,6.63,2.01,0.23,18
2866,45,8.9,0.96,96,5.95,5.76,1.99,14
2867,46,5.18,2.63,48,7.29,2.22,0.94,12
2868,27,5.23,4.49,69,8.13,1.52,0.1,11
2869,38,7.87,1.58,34,6.95,3.34,0.15,17
2870,20,9.08,4.05,15,6.33,4.43,0.26,16
2871,48,6.83,3.54,12,5.61,1.98,0.42,12
2872,54,8.36,1.5,107,5.11,1.91,1.48,14
2873,59,10.0,1.77,10,7.71,2.31,1.12,21
2874,33,9.94,2.42,86,5.12,2.51,1.55,17
2875,54,8.47,1.06,1,8.68,2.23,0.04,20
2876,39,8.44,4.61,93,7.38,3.35,0.53,17
2877,32,5.49,3.83,18,6.41,1.09,0.81,15
2878,57,9.0,2.14,103,5.17,1.44,0.86,18
2879,27,6.43,1.85,44,6.65,4.65,0.11,15
2880,39,9.77,3.6,45,8.47,3.06,1.02,24
2881,52,4.49,2.41,46,8.88,2.8,0.57,13
2882,45,6.62,1.53,48,5.34,1.05,0.38,13
2883,58,7.34,2.44,78,8.11,2.49,1.34,11
2884,40,6.43,4.42,116,6.03,5.11,0.17,14
2885,28,5.26,0.81,41,6.52,2.7,1.73,10
2886,43,7.56,2.16,32,7.19,5.82,1.8,17
2887,56,8.54,4.83,107,8.98,2.95,0.65,23
2888,36,7.87,0.57,40,5.84,3.32,1.97,17
2889,43,5.41,4.51,118,5.52,5.01,0.8,8
2890,40,8.39,2.19,68,7.38,5.92,1.92,17
2891,58,5.54,1.35,85,8.41,2.86,1.97,14
2892,58,5.05,0.57,90,7.59,1.6,1.65,8
2893,32,8.14,0.82,110,6.39,3.62,0.25,15
2894,30,9.06,1.27,98,8.91,3.96,1.17,25
2895,38,6.89,0.61,18,8.98,5.8,1.46,17
2896,30,7.19,2.01,38,8.08,3.07,0.15,17
2897,32,5.82,0.7,6,8.21,1.45,1.79,16
2898,20,6.97,3.61,38,8.04,4.25,1.7,15
2899,59,4.79,4.19,97,6.03,1.11,1.87,12
2900,38,9.73,4.49,33,5.6,3.13,1.03,20
2901,31,8.8,2.97,90,7.22,3.05,0.65,17
2902,27,8.01,4.76,43,8.82,2.27,1.01,19
2903,27,7.23,0.53,68,8.51,5.82,1.46,17
2904,31,8.75,1.1,67,5.43,3.02,0.83,19
2905,52,6.97,1.82,62,5.23,5.47,0.7,16
2906,45,5.8,4.05,70,8.5,3.58,0.15,19
2907,58,4.96,4.48,47,7.45,5.1,0.89,14
2908,47,7.89,3.28,2,6.22,3.26,0.79,16
2909,24,9.58,2.22,84,7.25,5.96,1.33,26
2910,27,4.92,3.5,33,5.89,4.2,0.88,12
2911,44,5.08,1.31,112,8.79,1.78,0.01,17
2912,46,6.6,2.56,8,8.31,1.03,0.97,18
2913,42,8.84,2.78,60,8.85,5.64,1.55,18
2914,49,5.76,0.97,19,5.75,4.43,1.89,12
2915,42,5.52,0.65,39,8.37,1.53,0.39,13
2916,39,7.72,3.88,11,7.24,4.72,0.85,19
2917,37,7.21,2.91,102,6.3,2.14,1.69,18
2918,37,4.36,2.0,109,6.92,5.05,0.09,14
2919,21,4.49,2.47,27,8.78,4.05,0.7,15
2920,23,7.86,4.81,47,7.77,1.62,1.18,22
2921,49,6.79,2.23,96,6.44,1.35,0.69,12
2922,52,9.83,0.97,73,9.0,3.33,0.98,20
2923,55,8.07,2.59,74,6.38,5.68,1.88,13
2924,37,4.06,3.42,6,8.25,3.82,0.05,12
2925,56,6.89,0.55,81,8.14,4.8,0.16,15
2926,38,6.49,2.0,82,7.89,3.35,0.39,16
2927,47,4.64,2.27,13,7.68,2.92,0.77,17
2928,59,9.54,2.59,80,5.43,5.11,0.94,16
2929,39,8.83,1.86,86,8.98,3.32,0.07,21
2930,52,5.38,3.5,18,5.64,1.71,1.77,15
2931,31,5.54,4.75,53,7.38,2.37,1.52,17
2932,34,4.19,4.61,59,6.0,3.81,0.54,12
2933,58,5.78,3.49,108,5.68,3.01,0.51,16
2934,21,7.51,2.78,118,7.24,2.83,0.05,17
2935,48,6.53,4.22,66,8.35,4.34,0.8,19
2936,29,9.82,4.26,33,6.51,4.18,0.51,23
2937,21,4.34,4.23,88,5.31,2.57,1.24,15
2938,30,7.55,1.21,40,7.5,2.8,1.1,18
2939,32,9.15,0.61,30,8.07,4.76,1.91,17
2940,29,6.88,4.92,38,6.18,5.61,1.59,17
2941,33,4.02,4.82,77,7.76,2.62,0.16,12
2942,37,5.46,3.04,100,5.3,2.46,1.41,14
2943,28,5.94,4.97,51,6.45,2.33,0.21,17
2944,58,9.8,3.97,46,6.9,1.71,0.65,20
2945,47,9.47,2.83,19,8.13,2.89,1.11,20
2946,22,9.7,2.25,95,6.35,3.58,0.99,23
2947,39,8.95,3.17,96,6.81,3.69,1.39,20
2948,25,6.11,2.82,51,7.51,4.46,1.62,17
2949,46,9.44,4.97,94,7.5,1.26,1.66,21
2950,21,9.89,2.71,70,7.07,3.81,0.12,24
2951,48,6.1,4.26,61,6.31,2.27,1.28,13
2952,57,5.56,4.16,4,7.68,2.2,1.92,11
2953,22,7.28,0.82,56,8.35,4.95,1.51,16
2954,35,5.12,0.89,3,5.62,1.77,1.04,9
2955,49,4.2,3.47,10,6.36,2.65,2.0,5
2956,59,9.67,1.67,18,7.67,4.19,0.09,19
2957,21,9.55,3.46,101,8.02,4.21,0.18,20
2958,36,4.98,1.15,83,8.13,1.24,1.54,13
2959,31,6.45,2.29,26,7.61,1.36,1.1,16
2960,54,8.99,0.96,28,6.91,4.28,0.25,16
2961,20,7.97,1.77,17,7.58,5.77,0.75,18
2962,34,6.37,0.9,36,5.54,5.99,0.13,12
2963,45,8.47,4.87,60,5.83,5.94,1.05,15
2964,56,9.38,2.28,115,8.71,2.76,0.21,20
2965,40,9.56,4.56,46,8.69,2.21,0.01,24
2966,50,6.27,4.87,116,7.9,1.49,0.64,18
2967,44,5.04,4.59,88,6.31,2.63,0.47,18
2968,42,9.48,2.55,19,7.6,2.38,0.72,18
2969,43,4.56,4.01,69,7.75,3.88,0.7,13
2970,57,8.33,1.19,99,7.06,2.84,1.26,15
2971,47,4.84,0.93,48,7.99,2.16,1.36,10
2972,40,6.34,4.45,14,5.12,4.06,0.25,12
2973,37,6.47,0.64,17,6.02,2.62,0.98,11
2974,55,4.95,4.88,37,8.18,2.77,1.78,14
2975,54,9.54,3.52,119,8.75,3.99,0.3,21
2976,28,4.02,2.39,88,8.5,1.59,1.93,12
2977,57,9.36,1.14,83,7.87,4.87,0.04,18
2978,49,9.3,3.75,21,5.66,5.83,0.2,16
2979,53,5.9,3.03,114,6.47,3.45,0.36,14
2980,51,8.23,3.7,75,5.2,3.8,0.94,20
2981,22,5.52,2.38,104,7.56,2.92,0.6,16
2982,22,8.55,0.8,103,6.8,5.78,0.84,19
2983,47,7.37,1.92,59,7.29,1.66,1.88,12
2984,34,5.8,1.92,110,8.92,5.07,0.68,16
2985,42,6.4,0.54,96,6.61,4.25,1.7,12
2986,59,8.14,0.54,92,6.23,4.96,0.15,16
2987,30,9.44,1.99,65,5.6,5.75,1.62,19
2988,51,4.78,3.77,25,5.57,3.48,1.8,10
2989,55,7.43,3.31,63,7.07,2.44,0.57,16
2990,52,5.52,1.58,95,8.0,4.9,1.09,13
2991,43,8.81,3.21,57,7.26,5.22,0.37,18
2992,58,4.42,3.41,2,8.49,4.43,0.18,8
2993,53,8.13,2.85,29,6.26,5.25,1.54,14
2994,47,5.05,2.85,18,7.38,4.65,1.26,10
2995,56,7.58,2.16,9,7.64,5.79,1.5,10
2996,26,9.01,1.06,88,6.12,3.85,0.88,19
2997,23,8.53,2.23,45,6.59,2.9,0.5,15
2998,56,8.52,2.05,18,7.36,4.4,0.85,17
2999,20,7.11,3.16,57,5.08,1.35,0.13,14
3000,20,9.34,4.35,106,8.55,3.49,0.57,21
3001,39,7.53,2.19,84,5.44,4.87,0.6,16
3002,38,9.51,3.69,5,5.19,1.84,1.43,19
3003,48,7.28,4.15,50,5.86,3.0,0.11,17
3004,29,7.04,1.45,13,7.01,2.75,0.49,15
3005,37,5.33,4.56,57,6.31,2.67,0.55,12
3006,47,7.27,0.82,7,6.76,4.25,1.1,13
3007,54,4.84,4.56,1,5.34,3.49,0.49,10
3008,50,9.22,1.24,117,5.93,4.99,0.26,15
3009,46,8.06,2.02,17,5.39,1.29,0.52,16
3010,30,9.96,3.22,85,5.92,3.27,0.84,23
3011,57,4.55,4.58,56,7.81,1.07,1.05,12
3012,24,5.44,1.65,93,7.3,2.1,0.07,15
3013,27,9.26,3.94,99,6.34,4.88,0.62,24
3014,53,6.37,3.7,91,6.04,1.53,1.53,15
3015,31,6.8,1.22,34,8.99,1.53,1.2,18
3016,57,9.16,2.66,65,8.07,3.01,0.91,18
3017,20,7.13,2.67,55,8.29,4.88,0.91,20
3018,50,5.16,1.87,99,5.11,4.19,0.74,11
3019,23,9.35,4.01,81,5.24,4.91,0.68,19
3020,24,4.19,4.67,42,7.85,1.25,0.8,9
3021,49,9.37,3.72,72,5.77,3.82,1.74,20
3022,43,4.3,4.88,91,6.7,3.27,0.94,13
3023,22,8.0,0.73,71,5.74,5.48,1.34,14
3024,30,4.43,0.67,116,5.71,4.69,1.62,12
3025,23,8.24,4.52,7,5.44,3.12,0.86,18
3026,45,4.2,4.54,4,7.38,3.77,1.68,13
3027,46,9.05,0.98,12,7.96,3.12,1.99,16
3028,46,6.8,2.11,6,5.23,3.21,1.01,11
3029,25,4.56,4.26,20,6.1,4.17,0.81,11
3030,34,8.24,1.08,92,7.63,2.08,1.61,16
3031,49,6.94,1.7,36,6.57,2.67,1.3,13
3032,56,5.15,3.56,44,7.82,2.4,1.23,15
3033,56,4.09,4.92,51,8.04,5.0,1.77,10
3034,56,6.51,4.09,47,5.13,5.71,1.3,13
3035,54,4.51,4.0,61,6.52,3.07,1.28,7
3036,42,4.57,2.04,77,7.92,1.39,0.41,14
3037,25,5.6,3.48,100,6.51,1.47,1.38,16
3038,23,7.78,1.01,118,5.02,3.0,1.83,14
3039,37,7.18,4.97,50,6.35,2.97,1.15,15
3040,28,4.41,2.66,3,8.49,1.73,1.81,15
3041,48,9.81,3.37,119,8.81,5.04,0.68,20
3042,32,9.32,4.44,85,7.24,3.5,0.09,25
3043,36,5.56,0.5,55,6.23,1.55,0.89,12
3044,51,4.73,4.89,74,6.86,1.49,0.01,12
3045,41,9.65,2.12,33,5.94,3.23,0.31,15
3046,23,6.77,2.03,44,5.67,1.58,0.38,16
3047,24,5.87,1.15,15,6.97,3.81,1.07,13
3048,56,6.94,4.36,8,7.95,2.93,1.9,16
3049,32,8.64,4.42,79,5.89,5.6,0.04,21
3050,53,5.01,0.59,102,8.64,3.09,0.47,12
3051,41,8.6,0.75,15,5.67,4.07,1.94,14
3052,42,8.5,4.63,94,7.23,5.06,1.76,16
3053,22,7.24,1.05,30,8.11,2.51,1.67,15
3054,53,9.2,3.29,12,5.85,3.56,0.18,19
3055,51,4.79,3.29,4,6.19,1.6,1.29,12
3056,40,7.57,4.41,46,5.21,3.16,0.41,16
3057,40,6.7,3.08,38,8.78,2.88,1.3,18
3058,30,6.53,2.45,17,6.95,3.14,0.86,18
3059,58,5.52,4.88,19,5.26,1.54,1.27,11
